,sentiment,content
15558,worry,Dropping my mum at the station   I'll miss u mum
16993,worry,"@dunnybrasco Im home, phone died thou"
12604,worry,Done with the Missourian for the day. No call back from Sturtz...
9198,worry,@ work....boyz make me sick..
13184,worry,"@jeayese Plus you guys have IceTV, which I REALLY miss from living there."
16775,worry,"So much for just an oil change... Do not pass Go, do not collect $200, lose $160"
12787,worry,@Nahtuhlee Why no sn... o. yeah... Sad day.....
280,worry,my twitter has been hacked again
7601,worry,"@randiohdesigns Didn't think of that.  Why can't people just be nice? Why would anyone think it's ok to say that, much less make a movie."
20255,worry,I should sleep. I've got like 5-6 hours to sleep before work. Then I've got Tuesday- Thursday off... sweet
7307,worry,http://twitpic.com/66vdn - I miss my babyyy
13177,worry,What's with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha
1360,worry,@starlingpoet lol.. that's worrying
3981,worry,@HeathersNotBSC No.  I was thinking just before how much I miss my T-Dub.
20229,worry,"the era of the word - 'UN' (not united nations lar) is coming on fast - Unconference, Unreason, ... better get those domains !"
6846,worry,@diamondhead94 oh the noon? I don't know if I can make that one...I only get 30 min for lunch
18744,worry,zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt
25904,worry,So I'm waiting in front of the DPS so Julian can take his driving test.
7905,worry,"@insidebooks Ooh, jealous. I just have yoghurt and some carrots."
2392,worry,arrives in mfk... With these potholes.. I foresee a wheel changing session. Hai no man
18529,worry,@ddrdiva @laurapasik @that70sgrl I've always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!
2022,worry,@menace718bk Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!
18973,worry,@VWayne noo sorry my love...after that i'm going to pop about 7 zyrtec and go to sleep
16601,worry,@AlpineKyle I am in the 'real world' which apparently involves a lot less twitter....  sorry!
1244,worry,Been up since 5am with my poorly sick baby girl
6300,worry,@conorp its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!
9465,worry,on break with @kellyaelliot . It's raining
13843,worry,@kiteman1 yeah unfortuantley  Sam hanks crap bowl that he like rolled along the floor got me out  grr
17844,worry,@casper1201     my bracelet broke today too.
15642,worry,I'm not ditchin i'm barfin so sorry guys  ESOTSM;
16705,worry,@RachelDouglas I am totally trying to get back my PCW too
17353,worry,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho
16346,worry,@ItsOneTen now you're scaring me.... can't you just be mad? Don't jip the world of your presence
25675,worry,@justinlevy I know! I'm so slow its horrible. DON'T TELL ON ME!
1378,worry,Is sooooo tired... wants to crawl back into bed
15843,worry,MAYDAY?!
25482,worry,@training...
20678,worry,@rhettroberts sexxxxxxxy  I had a silly weekend with my bff =P Fun times! Haha
3526,worry,@TVXQUKnow  I feel tired of my work  Cheer for me please~
11250,worry,i have such a hard time talking to new people -  I am pretty sure I didn't make a good impression.....
15285,worry,Why does Urban Outfitters taunt me with amazing clothing that's way too expensive.
18301,worry,Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...
27471,worry,@annna86 glad to know that the ad display problem was due to a firewall config at yr office. phew!
14016,worry,"@KelleyLCarter: Yeah, I fell asleep  I'm sorry. No way in the world I was waking up @ 7am lol. I had to work @ 9am."
16665,worry,oh no! :| no more celebrity ding dong for ages
15466,worry,Where's my baby?!
18726,worry,"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma"
17969,worry,And now im all hungry and thirsty. and too afraid to go downstairs...
23584,worry,"@GeekWearsPrada Wasn't all bad #celtics won! But yeah, hope the #redsox do better. Good morning BTW."
19789,worry,@tobefreeisme I would be scratching ma head toooo
3064,worry,@dean_b BF @ gig in Portland OR.  That's not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B
16668,worry,@NB82 aww sorry ot hear that  least its work though!
16317,worry,New phone isn't syncing with my computer...I need numbers
6539,worry,@_YoureMyHeroine :'( i really know how you feelin. i wish i could hug you
2323,worry,"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me"
13221,worry,@chelseasms it's not sooo noticable it depends on how you look at it...but I know it's there and now my iPod isn't perfect
5326,worry,"@Petiethecat None of Meowmie's friends have money, and even if they did, she wouldn't be able to pay them back."
13074,worry,enjoying my couch for the last time
20476,worry,@shadiya I hope you were feeling better today!
15499,worry,The graduation ceremony should be starting about now. I really wish I could be there.
4151,worry,@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?
29446,worry,"I want to read my book, but my conscience is telling me to kill off joe   ï¿½ï¿½l Berto!"
8604,worry,Thinking about opening MacMaze sources as I don't have time to work on it anymore
13896,worry,I am so tired!
2623,worry,I also shall be missing Lauren when she goes for a week
18779,worry,@Mszjai nvm i just got ur message that ur sick
20783,worry,"@LisaHartwell What up Lisa, sorta quiet... I'm USA, so gonna crash soon."
9587,worry,is alone  ! watch a lot of DVD on my laptop !!!
17832,worry,@Deztini tolddd you there was thunder! ew now it's all rainy D: i'm scared!
9414,worry,i want some followers
19283,worry,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*
994,worry,@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!
11419,worry,CREDIT CARDS ARE NO FUN WHEN THEY ARE MAXED OUT!!!!
29560,worry,@LTCmusic hehe yeah! Its funny that updating people on the random things you do is so amusing.
14764,worry,I wish my cats were indoor cats.
19236,worry,so i have like no more friends it's kinda sad
23103,worry,@paminnewzealand Hiya! You might want to delete and retweet - the link to your blog doesn't work
12840,worry,Checking out Twitter Trying to find people I know....Unfortunately no one I know uses this website
7982,worry,"@RedPumpProj i would direct message you regarding blogging while brown, but a sista hasn't mastered that technique yet  ..lol"
6840,worry,"sickkk, it's been two days since summer started and it suck already!"
1371,worry,"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed"
17213,worry,i was an extra. got ready for work for nothing. studying all night
27287,worry,@modernemotive Done. Thank you
15605,worry,Oh man now it's raining...seatbelt now buckled...thanks bates for wishing I have a blow out and flip and burn up
12011,worry,"@MandyyJirouxx: I live in germany, it costs a lot too!  I wish you could follow me anyway.."
18435,worry,"i'm sorry i'm neglecting you, twitter."
7995,worry,"omg, my right ear is blocked and it's so annoying. what if i wake up deaf?  not gonna lie, i'm so scared"
18017,worry,"Hmm, no holga for me probably"
16076,worry,"@Jennvy Hey sorry this is late, I leave in 30 min  raincheck...tomorrow?"
6671,worry,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail
15083,worry,having to use IE =/ firefox is playing up and i don't know why  will try and fix it tomorrow.
8778,worry,Cleaning + finding stuff to sell. I'm so poor.
261,worry,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
23410,worry,@SWIFTas omg evie. we have to do our plan for hot 30 tomorrow night
8085,worry,is sadly going to have to cancel my Chicago trip next week.
5668,worry,"@JackieTheGreat first of all i love your picture, PICTURE whore. &amp; the boyfriend???  JACKIE. FML. WHY HAVEN'T YOU EMBRACED THE PHONE &amp;"
10907,worry,Britains got talent only two episodes left  Will miss them buzzers lol.
6587,worry,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!
17888,worry,@djeebus i cant drink cause i dont have a dd to take of home
24733,worry,"could barely sleep last night, ugh...ANYWAYS good luck with finals everybody!!! don't rush through your tests!!! lol"
2103,worry,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.
14401,worry,Didn't get chance to pick up my copy of Guitar Hero: Metallic yet
338,worry,@jose3030 I didn't think anyone caught that
161,worry,@Emilyyy16 urgh stop it guys
15134,worry,@eallen444 oh em i'm sorry  i wuv you to pieces
12679,worry,First Natalie and now little Holly. This is mean
2650,worry,@Jinsing what Brody how dare u
6317,worry,in class sick and hungry
7205,worry,so much to do by 1 pm. i don't think i'm going to get it all done
20692,worry,Been invited to join a group in Second Life called &quot;Ballistic Autistics&quot;.  Cute name.
5135,worry,NEED SUMTHING FOR THIS EXCRUCIATING HEADACHE
2527,worry,Homework day
11694,worry,@maryvictoria did you get fired?  *hugs*
13520,worry,"@jingruz you can have the sun too. It all sucks, especially for my pale whiteman skin.  @mfnbpwnz I can't stop sneezing, and I blame you."
12626,worry,Now Im crying....  Poor thing..
9591,worry,@bhufford: I've got a fairly flat route available... the problem is I no longer have a fully functional bike to ride
12002,worry,@ilyChrisBreezy lol awww lol i will i can't do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy
12039,worry,"@officialjman thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn't make it"
4938,worry,@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.
7097,worry,I'm so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today
13426,worry,@ohayemily you okay bby?
17992,worry,is gonna be mad hungry when I get home. Forgot my money...
8147,worry,Ruby Luster can't make it to NYC for our performance
16985,worry,Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st
19878,worry,@bignupehen i would but i have nowhere to go and no one to go with
25013,worry,@SasaLoves bahaha.. Weekends are just too short.. Esp when it's nice out! I wanna stop time like evie on outta this world! Morning!
9507,worry,I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football
12853,worry,"four shots of novacaine in my mouth  my right cheek is totally numb, booo."
9902,worry,"I hate taking antibiotics, but i think i need to get me some. boooooo."
12833,worry,@mattchung I GOT IT! i hope i get off of work in time for UP   want my job?
14714,worry,I am in so much pain I really don't feel too good. Couldn't eat my dinner
18456,worry,@selenagomez don't leave us
21047,worry,@mooddisorders what are you? flavor of the day?
29916,worry,Just chillin at home
9008,worry,Just saw half the RRO staff walk by...sadly I didn't see @legmar or @mtacheme
1491,worry,"awwww, writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months?"
21994,worry,@rizkyinayati heeeey good luck for unair sweet!
28044,worry,I wish I had a friend that was a chiropractor
28447,worry,virus hunting on computer - always wondering what it will destroy
20297,worry,@snedwan Mooooooooornin'  How are you? Are your legs ok?
21191,worry,Thank you for the follow @christinelu!  Looking forward to your tweets...
13026,worry,Gutted. The kitchen is empty literally EMPTY. No even kidding. I'm so hungry
18068,worry,i havent gotten any prank calls making me laugh in so long.
18126,worry,Really big spider on the floor two metres away from me  am actually a little scared.
4579,worry,"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it"
13448,worry,"I don't think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick."
11321,worry,I'm at work it's super slow and my baby is far away from me. All around crappy day.
15924,worry,This world makes me sad
13080,worry,"@Maliceve yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it"
12539,worry,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you
17460,worry,Sugarland. So hot outside.  why so much hotter than the northwest?
8782,worry,"Just hit the 3000 word mark for his Geography Notes, and I'm not even doing it for GCSE? Mean while I've done a page of history"
10959,worry,"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too"
5278,worry,misses driving already
9087,worry,never answer me back
11516,worry,Practically my whole body burns... I can't bend over or make any sudden movements with my arms
11751,worry,is supposed to go to an Aztex game tonight but is not sure she'll be able to make it
5859,worry,Have a slight headache
3304,worry,"Dentist in less than 2 hours  Arrgghh. I like my teeth the way they are. Except for the toothache, but that's a minor quibble."
17380,worry,I'm so bunged up!! I Hate colds!!
5205,worry,"maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all"
3811,worry,no food since woke up.
9857,worry,Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.
19780,worry,@iDJExplicit What's wrong?
6775,worry,GOD SCHOOL IS GOING TO SUCK ASS NEXT YEAR!
15031,worry,I think my modem failed-having pc withdrawals..
28316,worry,Happy Star Wars Day // Will Week
9353,worry,"How come it's so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back."
4038,worry,@craigeryowens I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D
1157,worry,My face an my arms. Tragic. Seriously.
16998,worry,@LLCOOLDAVE Trying to fix my background
27257,worry,Welcome @cronhill my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948
28118,worry,@Jazzled4life Doubtful! It's going to be on 24/2!
28744,worry,@michaelsheen OMG that's really good i want to see the photos! have a nice day
15454,worry,@ox_grace I can't do anything
8506,worry,I need some free #fieldnotes because I can't travel to North 3rd Street in Philly to buy my own.
1825,worry,is jealous of his family  their all having an amazing breakfast and all i get is rice crispies
5192,worry,"@SidViciious You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x"
26812,worry,@pativalen im going to have to  i hardly ever travel!
24781,worry,@thomasfiss hmm so late. Well its early for me.. HA
11572,worry,i used to have an ozzy osbourne pillow with his face on it. my mom threw it out. i miss that thing.
9644,worry,"@beforeyoufall i wish i could offer a hug right now, so bad"
16259,worry,@faffyfoo Yeah ...  I don't know why that happened on this video...
10655,worry,I don't wanna go to work tonight.
8010,worry,Feels rather lonely on here! I have no followers
7341,worry,Suddenly sick with the flu and quite sad about it
7588,worry,@JetGirlArt same as I... to bad I'm a programmer only in this company
885,worry,@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents
6471,worry,Just got laid off  stupid economy!
17695,worry,just wake up.and i got flu  http://plurk.com/p/x2zp6
5193,worry,@Mandelin Omg i'm on a one year work permit! Going home end of June...i'm really gna miss it   #canada
19523,worry,"@KRITM awe I am sorry, probably true."
6008,worry,has at least 30 bug bites on her legs
16108,worry,@martinhavlat aww that sounds sad
9898,worry,@myuze_me Why so blah?
21599,worry,@TomFelton hope you have a good flight
10264,worry,"okay, got the card, but my phone is fucked up at the moment.  please use email to reach me, sorry"
11147,worry,I have SUCH a headache right now. I really need to get better!
6102,worry,Don't you just hate when you are craving something to eat and then you go get it and end up DISAPPOINTED? Ugh.....
8332,worry,Pretty sure I'm sat on the wrong train going the wrong way... Bah!
15176,worry,mattress armada needs to play a show soon or i'm going to be seriously sad
11110,worry,"@Ross_C I can't find the original on blip.fm and the Ex Models version, not so much..."
14812,worry,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!"
19595,worry,Wondering if twitter will be fixed for my phone any time soon...
3832,worry,My dad's not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah
3804,worry,"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week"
7582,worry,missing loverboy so much
14237,worry,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness
7711,worry,y do i only have 2 people following me  people follow me please x
3563,worry,"In the UK with no phone service  oh yea and still sick (cough, sniff)"
14345,worry,@EidolonNight That's kinda sad. And they're poking me while they're at it. Huh.
2611,worry,I'm bummed that I didn't get TEDx tickets
3957,worry,just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait
7075,worry,@WeTheTRAVIS  I was meant to be seeing you lot tonight but tix ran out!!
19113,worry,@justeezy  woh won at least you aren't in the NYC situation
14124,worry,@DonnieWahlberg Mr. Ddub how bout' announcing a new date for the NC shows? please don't leave us out. i got my refund 2day for 5*
14431,worry,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?
13251,worry,"@Annnnnaaaaa lol, I've just realised that i've been sending messages that were meant to be to you, to a page that doesn't exist"
13419,worry,"Too much food at today's company gill out, want to go home and lay in the sun. Instead here until dark, probably"
13366,worry,@improperhostess what!!!????  where are u guys going!?
11922,worry,@savvybride  That's no good. I'm sorry
18709,worry,@killerannax oh no!  i'm sorry. at least you'll still be able to buy regular tickets and not worry about limits?
19775,worry,@rWilliamr I'm tryin not the be boring today . . . I just can't seem to come up with thing to say
10149,worry,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?
11923,worry,not certain if it's good to be back home or not.  dropping of car rental now though
7439,worry,"How did I manage to schedule all my bills to eat my money all at the same time?  EVE, rent and phone are all within a couple days -.-"
24955,worry,@Bournemouthecho 'answers on a postcard'?! What century are you in?
22280,worry,@player112345 Good Morrow! How are you this fair morn?
2814,worry,Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.
11769,worry,@LeighanneReena Gosh...who's doing this??? So bad...  Baylee is a blessed child...these people don't know what to do... Kisses
15765,worry,@Chriscornell why isnt everyone with you?
27518,worry,@erinjshea You have the best hair ever. Totally jealous. Mine's unfixable if I forget and leave sunglasses stuck in it too long
26322,worry,@talkmaster You realize you just did @inkspotworkshop a solid. Better than a full-page in the AJC.
3409,worry,In KL now took wrong turn after Sg Besi now jam in city center
6993,worry,@laurenvdw ahh when i was there it was closed
14135,worry,"wishes zak wuld trust me enough to give me bac my necklace  i want it back, but he thinks i'll cut with it..... http://plurk.com/p/x2qkb"
16469,worry,Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook)
3339,worry,On my way to work! I'm runnin late and I'm sooooo tired!
20470,worry,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art"
29295,worry,Wait...I thought it was 9:50? Don't we have till 10?   #sigjeans
15293,worry,Headed home ... Charlie's at the vet
29038,worry,needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.
21805,worry,"just arrived at @eurodjangocon, on about 150 fellows i can't see a girl!"
3334,worry,Isnt looking forward to going back to work. 3 days off isnt long enough
19882,worry,Still raining here in The Bay...I forget what sunshine looks like !
18616,worry,Just found out that Anne's brother died unexpectedly - he was only 44.  Warm thoughts going out to her family...
12342,worry,@KaarinE Me too I need the sudden urge to do it. Missing the Diplomat title
20538,worry,@langleyjoel @jenn_langley Hi guys! Guess who has Twitter on her phone now? Me!
12664,worry,@MorningToast Once James Cameron touches something and revolutionizes it... someone else comes along and fucks it up
27500,worry,@dannymcfly i lurveeeeee you
17706,worry,"3 days left of school!  For Bryce and Tyler, that's 3 more days of elementary"
12578,worry,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains
7660,worry,@blumchen OH MAN I WOULD BUT I'M FRESH OUT
9362,worry,"@meinj Wish i was out an about, stuck in with a pile of boxes, a sore back and a load of tesco blue shopper bags to fill from the kitchen"
13660,worry,...getting our site transferred over to a new server ... this is going to be quite a job
8424,worry,"@SPACASSO Hey, Maria! I'm so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon."
5040,worry,#ff sports: @BaseballFanNat @BKCyclones @blind_baseball @ESPNBaseball sorry for not getting around to everyone my phone is acting up
23994,worry,@theblowups just be careful you don't dunk too long
14588,worry,http://twitpic.com/67jzp McFly concerts through the years [H]... Don't have my '06 one though  :/
5640,worry,Was meant to go play cricket but can't get a lift so I'm now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8
2060,worry,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour"
19034,worry,"@MissJizzle Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I'm unemployed at the moment and I hate it!"
18810,worry,just woke up still fukin sick
7279,worry,"so not in the mood to go to work, but i guess it's gotta be done"
5620,worry,Really nice outside...I'm stuck at work
1742,worry,Spring cleaning episode 2....do I really have to
23425,worry,hopefully today will work in our favor
15132,worry,fuck my life.
25417,worry,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;)
10427,worry,@MsUndrstood My sister is graduating too &amp; I can't afford to buy here anything
24778,worry,@newslite so our bums really do look big it this
19840,worry,"mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him"
18392,worry,good night fellow Twitterati. back to work tomorrow
9569,worry,Misses the good old days!
17415,worry,@marginatasnaily haha..i wont  well il try not..lol... night chick..xxxxx
17847,worry,@lid86 he already got a shot at having his own show and didn't prove himself
3873,worry,almost got a kitty yesterday...but it didn't work out
28150,worry,"I'm now totally addicted to Farm Town. Frankly, it's more fun that fixing laptops or studying the diseases that will kill us all."
19744,worry,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation"
18132,worry,Moving is hard work! This is my last night in the house I grew up in.
19030,worry,"@juicystar007 I can't get in, I'm in a waiting room"
13892,worry,Dead gerbil
13897,worry,&quot;And now my mom and her friend are drinking.. Greatt..&quot;
27864,worry,@alansmitheejp yeah i want to know what that is too!
11339,worry,@FlowerDust I'm bummed...you're gonna be only 30 minutes from me on Sunday &amp; I can't come hear ya.
16989,worry,@eeeethannnn I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.
13322,worry,"Jay Leno's LAST NIGHT..Jay, you will be missed"
14806,worry,Going to buffalo wild wings to meet up with my best friends I haven't seen in forever! Too bad I can't eat the food
13538,worry,Poor balcony sealer guy. Stuck in the rain.   http://mypict.me/20Oh
19258,worry,Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL
4367,worry,PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY DAMN WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!
5208,worry,@AgingBackwards I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes
12294,worry,Getting ready for a long weekend of work..friday Saturday and Sunday
6546,worry,ger my foot is killing me and i miss my matthew
6592,worry,my little booboo is sick
29091,worry,@kellie_apple miss you too kid i sent msg to you on yt
7387,worry,"Hour fifteen drive. Just left, bored and ate half my food already"
17489,worry,@hopei91 I am lost. Please help me find a good home.
15658,worry,Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.
1733,worry,"@irascian ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America"
16585,worry,"@kerryisonfire i just went to find that unity girl on bebo, i cant find her! i fail at bebo stalking"
9062,worry,is missing someone.. haayy..  http://plurk.com/p/x2avn
9269,worry,"laptop pooped. new harddrive needed? using DH's old pc now. maybe offline a while  damn BSOD!! happened too many times, Safe Mode only now"
14080,worry,Nnnnoooooo!!!! Just learned we've got a frost warning for tonight!
27954,worry,Shower. Class. More class. Taking care of my lady-friend. Writing like there's no tomorrow.
18500,worry,dont wanna go to mississppi!!!!!!!! UGH!! texas is my home..... UPSET!!!
791,worry,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow
19070,worry,Want: To play Sacred 2... Reality: Spend all day at the hosp...
4673,worry,@tarynantoniou where are you going tonight?!
15352,worry,anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account
7295,worry,"@MerewichDaBitch that's at least a band-aid, that PA follows me...makes me feel less left out of the loop"
3354,worry,"It is really hot now. I have shorts on and plenty of factor 20! No fish caught yet, they may be spawning"
2331,worry,Flight to hurghada delayed 7 hours
19676,worry,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..
750,worry,@thedailysurvey Why do we love those that we cannot have?
20876,worry,@janeyha I'm stuck with BOO!!!! Jeeeez shoot me now
13480,worry,"I quite fancy Gregg on #bgt. Singing wasn't as good as his audition though, sadly"
3656,worry,"Omg I want TF2, everybody on my Steam Friends list is playing it"
8066,worry,@iamdiddy  My dog Nemo cause he wimpers every morning when I leave
11326,worry,Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot;
17363,worry,Trying to figure out how this works  ... BOO
27278,worry,"may,1st success for lucas first police contact after neighborhood cruising with eggs, cream, bumf, shaving foam. love my son he`s a hero"
3921,worry,Missed FMA...
6540,worry,Roasting to most probably death
12269,worry,"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!"
5835,worry,"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can't keep up"
1108,worry,@lizhodgins I heard your moving to Sydney next year im not happy
14822,worry,had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!
5924,worry,my shoes hurt my feet
7845,worry,"omg, my right hear is blocked and it's so annoying. what if i wake up deaf?   not gonna lie, i'm so scared"
16378,worry,Poor Kella is on meds now for an ear infection; she lost her food all over @deannamichelle twice at the doc's
2099,worry,"@thatlass yeah, it's gonna be rubbish!"
13460,worry,@Skedaddles that is very true..
1462,worry,@mrskutcher All Pret-a-manger &amp; some marks &amp; spencers stores in the UK donate their food at the end of the day. Most lock their bins
10361,worry,@tonyhawk I missed them at Red Rocks.  Sad couple of days.
7777,worry,doesnt want exams next week
10257,worry,Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.
17572,worry,@saraht578 What software do you use to design sites? I'm a CS student and currently I hard code everything. It's not the fastest way...
7016,worry,Last day I'm LA. I am so so sad
1622,worry,@charlietotem just a concert i can't go to due to trials
7939,worry,"@iamdiddy I need a hug because our pitching has been lackluster, our shortstops can't field &amp; Big Papi can't get above the Mendoza line."
26786,worry,@kidbraindoc just hope the tunnel is wide enough that you can get out of the way!
12144,worry,I don't want to go to the 3-hour lecture
7860,worry,@iamdiddy me because I might not have enough money for college!!!
5048,worry,Fuck. My arms feel like really sore jell-o
10557,worry,About to go pick up my roomate from the airport....no more house to myself.
11084,worry,@iamthenoface I'm having no luck either  Doing my nut in! Who are you hoping to see?
15435,worry,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh
8937,worry,"LONELY, I AM SO LONELYYYY ... @fempi plz come back"
16493,worry,Have a HUGE headache... don't have asprin here at work.
9631,worry,Just got off phone with Black Swamp Bird Observatory - No reports of Connecticut Warbler from Metzger or Magee today...
7782,worry,Really disappointed I can't make it to bloomington for @sproutbox launch party tonight  if you're around you should check it out
29185,worry,"@JoyofZen mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared"
1102,worry,@tanyaDlove whats up? im sad  you didnt text today.
16061,worry,soo fucking stressed out...I think I could possibly lose it
10994,worry,Waiting for friends to call or email me bleh i feel unloved
3987,worry,is so sick of myself + my life  i'm never going to be as good i want + need to be. xoxoxo &lt;/3
18221,worry,@mlexiehayden How would I know if u didn't tell me??? Too busy cakin to pay me any attention
26205,worry,@tomsorrells I know we need it but I'm not a fan of daily rain/humidity &amp; I'm a native. I'll enjoy dry while it lasts.
16329,worry,@adamjackson Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.)
28527,worry,"That kids is what you get when you leave your computer unattended, when you have non-trustworthy company..."
25901,worry,@Rubenerd Pulp Fiction in King William Street.
8417,worry,"was mostly sick when she went to bed, but woke up feeling mostly dead"
15289,worry,Really tired JAKe always gives me more work
4694,worry,"is abit happier at the thought that Ashleigh &amp; Loocie with be here soonish, but sad to miss her S-ane  ;)"
2689,worry,"@DreamnetFaith69 I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then"
14403,worry,"Yesterday I didn't do much because I was just lazy, but today I don't feel so good."
5740,worry,"No school, again. This time cuz im sick."
3226,worry,"i really need to go and start some more revision,biology or chemistry today me thinks"
14388,worry,@xScarlett_x How did your Geo ISU go? I swear I just had the worse day ever..
4646,worry,Going To the dentist
5434,worry,Braxton was up at 2:30 untill 4am and now he won't sleep more than 15 minutes at a time! It's hard to be a mom on days like this!
20923,worry,"@1mgoldstars morning  about to tackle armhole prob - may have a solution not involving tape, will update you!"
7299,worry,"is it too late to jump on a plane to Richmond, VA and go to the Conditions concert?! ...i think that's a yes  boo my life. and ohio."
14817,worry,@BananasMel Tried and no good but thanks anyway.   Off to youtube world.
13194,worry,road test booked. i r scared
12130,worry,"Kam just called.  She, Emmy &amp; Laloo went to the Barn.  On their way back now and Keltin is in atomic meltdown mode.  That's a LONG drive"
17411,worry,@bigkelleh i am sorry  that sucks. i got my overtime in my check already today....now i am really tempted to blow off tomorrow
